-ί|n15907
σατίνη|n29342
σατράπης|n29346
σατραπεία|n29344
σατραπεύω|n29345
σατυρίσκος|n29350
σατυρικός|n29349
σαυλοπρωκτιάω|n29353
σαυλόομαι|n29352
σαυροκτόνος|n29357
σαυρομάτης|n29358
σαυρωτήρ|n29360
σαφήνεια|n29364
σαφής|n29369
σαφανής|n29361
σαφηγορίς|n29363
σαφηνέω|n29365
σαφηνής|n29366
σαφηνίζω|n29367
σαφηνιστικός|n29368
σαύνιον|n29355
σαύρα|n29356
σαώτης|n29371
σαῦλος|n29354
σαῦρος|n29359
σβέννυμι|n29372
σβεστήριος|n29373
σε|n29430
σείριος|n29392
σείω|n29401
σεαυτοῦ|n29374
σεβάζομαι|n29375
σεβίζω|n29380
σεβαστιάς|n29378
σεβαστός|n29379
σειληνός|n29384
σειληνώδης|n29385
σειρά|n29388
σειρήν|n29390
σειρίς|n29393
σειραφόρος|n29389
σειραῖος|n29387
σειριόκαυτος|n29391
σειρομάστιξ|n29394
σειροφόρος|n29395
σεισάχθεια|n29396
σεισίχθων|n29397
σεισματίης|n29398
σεισμός|n29399
σειστός|n29400
σελήνη|n29409
σελίς|n29414
σελαγέω|n29402
σελαηγενέτης|n29403
σελασφόρος|n29405
σελευκίς|n29406
σεληναίη|n29407
σεληναῖος|n29408
σεληνιάζομαι|n29410
σεληνιακός|n29411
σελιδηφάγος|n29412
σελλοί|n29415
σεμίδαλις|n29417
σεμνολογέω|n29418
σεμνολόγος|n29419
σεμνομυθέω|n29421
σεμνοποιέω|n29422
σεμνοπροσωπέω|n29423
σεμνόμαντις|n29420
σεμνός|n29424
σεμνόστομος|n29425
σεμνότης|n29426
σεμνότιμος|n29427
σεμνόω|n29428
σεμνύνω|n29429
σεπτός|n29431
σεσοφισμένως|n29434
σεύω|n29436
σεῖος|n29386
σεῦτλον|n29435
σηκάζω|n29437
σηκίς|n29438
σηκίτης|n29439
σηκοκόρος|n29440
σηκός|n29441
σηκόω|n29442
σημάντωρ|n29450
σημαία|n29444
σημαίνω|n29445
σημαιοφόρος|n29446
σημαντήριον|n29447
σημαντρίς|n29448
σηματουργός|n29453
σηματόεις|n29452
σημειογράφος|n29454
σημειόω|n29456
σημειώδης|n29457
σημεῖον|n29455
σημικίνθιον|n29459
σημόθετος|n29460
σηπία|n29462
σηπεδών|n29461
σηρικός|n29465
σησάμη|n29469
σησάμινος|n29470
σησαμαῖος|n29467
σησαμόεις|n29471
σησαμότυρον|n29473
σησαμῆ|n29468
σηστός|n29475
σητόβρωτος|n29476
σθένος|n29479
σθένω|n29480
σθεναρός|n29478
σιαγών|n29481
σιβυλλιάω|n29486
σιβυλλιστής|n29487
σιβύλλειος|n29485
σιβύνη|n29488
σιβύνιον|n29489
σιγάζω|n29490
σιγάς|n29494
σιγάω|n29495
σιγή|n29497
σιγαλέος|n29491
σιγαλόεις|n29492
σιγηλός|n29496
σιγηρός|n29498
σιγητέος|n29499
σιγύνης|n29503
σιδήρεος|n29507
σιδήριον|n29509
σιδηρίτης|n29510
σιδηρεία|n29505
σιδηρεύς|n29508
σιδηρεῖα|n29506
σιδηροβρώς|n29511
σιδηροδάκτυλος|n29512
σιδηροκμής|n29514
σιδηρομήτωρ|n29515
σιδηρονόμος|n29516
σιδηροτέκτων|n29522
σιδηροτομέω|n29524
σιδηροτόκος|n29523
σιδηρουργεῖον|n29525
σιδηροφορέω|n29526
σιδηροφόρος|n29527
σιδηροχάρμης|n29530
σιδηρόδετος|n29513
σιδηρόνωτος|n29517
σιδηρόπλαστος|n29518
σιδηρόπληκτος|n29519
σιδηρόσπαρτος|n29520
σιδηρόφρων|n29528
σιδηρόχαλκος|n29529
σιδηρόω|n29531
σιδονίηθεν|n29534
σιδόνες|n29533
σιδών|n29535
σιθωνία|n29537
σικάριος|n29540
σικανία|n29538
σικανός|n29539
σικελία|n29541
σικελίδης|n29542
σικελικός|n29543
σικελιώτης|n29544
σικελός|n29545
σικυών|n29552
σικυώνια|n29550
σικυώνοθε|n29551
σικύα|n29548
σιληνός|n29553
σιλλαίνω|n29555
σιλφιοφόρος|n29561
σιμβλήιος|n29563
σιμβλεύω|n29562
σιμικίνθιον|n29565
σιμόεις|n29566
σιμός|n29567
σιμότης|n29569
σιμόω|n29570
σινάμωρος|n29574
σινίον|n29578
σιναμωρέω|n29572
σιναμωρία|n29573
σινδών|n29576
σινιάζω|n29577
σινωπίς|n29588
σινωπεύς|n29586
σινώπη|n29587
σιπύη|n29591
σιρικόν|n29593
σιρός|n29594
σισυριγχίον|n29597
σισυρνοφόρος|n29599
σισύρα|n29596
σισύφειος|n29600
σιτέομαι|n29605
σιτίζω|n29614
σιτίον|n29616
σιταγωγέω|n29602
σιταγωγία|n29603
σιταγωγός|n29604
σιτευτός|n29606
σιτεύω|n29607
σιτηγέω|n29608
σιτηγία|n29609
σιτηγός|n29610
σιτηρέσιον|n29611
σιτηρός|n29612
σιτικός|n29615
σιτιστός|n29617
σιτοδεία|n29618
σιτοδοτέω|n29620
σιτοδόκος|n29619
σιτοδότης|n29621
σιτολογέω|n29622
σιτολογία|n29623
σιτολόγος|n29624
σιτομέτρης|n29625
σιτομέτριον|n29627
σιτομετρία|n29626
σιτονόμος|n29628
σιτοποιέω|n29629
σιτοποιία|n29630
σιτοποιικός|n29631
σιτοποιός|n29632
σιτοπομπία|n29633
σιτουργός|n29635
σιτοφάγος|n29636
σιτοφόρος|n29637
σιτοφύλακες|n29638
σιτωνία|n29641
σιτώνης|n29640
σιφλός|n29642
σιφλόω|n29643
σιωπάω|n29647
σιωπή|n29649
σιωπηλός|n29648
σιωπητέος|n29650
σκάζω|n29651
σκάλλω|n29661
σκάλοψ|n29663
σκάμανδρος|n29665
σκάνδαλον|n29668
σκάνδιξ|n29669
σκάπτειρα|n29672
σκάπτω|n29676
σκάφη|n29681
σκάφος1|@
σκάφος2|@
σκάφος|@
σκέδασις|n29687
σκέλλω|n29691
σκέλος|n29692
σκέμμα|n29693
σκέπανον|n29695
σκέπαρνον|n29697
σκέπας|n29699
σκέπασμα|n29698
σκέπη|n29701
σκέπτομαι|n29704
σκέπω|n29705
σκέψις|n29729
σκήνημα|n29732
σκήνωμα|n29748
σκήπτω|n29756
σκίδνημι|n29776
σκίλλα|n29778
σκίμπους|n29780
σκίμπτομαι|n29781
σκίπων|n29786
σκίρα|n29787
σκίραφος|n29790
σκίρον|n29793
σκίρτημα|n29797
σκίρτησις|n29798
σκίρτος|n29801
σκίρων|n29802
σκίταλοι|n29803
σκαίρω|n29655
σκαιουργέω|n29654
σκαιός|n29652
σκαιότης|n29653
σκαλάθυρμα|n29656
σκαλαθυρμάτιον|n29657
σκαλεύς|n29658
σκαλεύω|n29659
σκαληνός|n29660
σκαλμός|n29662
σκαμάνδριος|n29664
σκανδάληθρον|n29666
σκανδαλίζω|n29667
σκαπάνη|n29671
σκαπανεύς|n29670
σκαπτήρ|n29673
σκαπτός|n29675
σκαρδαμύσσω|n29677
σκαριφισμός|n29678
σκατοφάγος|n29679
σκαφίδιον|n29682
σκαφίς2|n29683
σκαφίς|n29683
σκαφεύς|n29680
σκεδάννυμι|n29686
σκεθρός|n29688
σκελετός|n29689
σκελετώδης|n29690
σκεπάζω|n29694
σκεπάω|n29700
σκεπανός|n29696
σκεπτέος|n29702
σκεπτικός|n29703
σκερβόλλω|n29706
σκευάζω|n29709
σκευάριον|n29710
σκευή|n29714
σκευαγωγέω|n29707
σκευαγωγός|n29708
σκευασία|n29711
σκευαστέος|n29712
σκευαστός|n29713
σκευοθήκη|n29715
σκευοποίημα|n29717
σκευοποιέω|n29716
σκευοποιός|n29718
σκευοφορέω|n29720
σκευοφορικός|n29721
σκευοφυλακέω|n29723
σκευοφόρος|n29722
σκευοφύλαξ|n29724
σκευωρέομαι|n29725
σκευωρία|n29727
σκευωρός|n29728
σκευώρημα|n29726
σκεῦος|n29719
σκηνάω|n29730
σκηνέω|n29731
σκηνή|n29733
σκηνίδιον|n29734
σκηνίς|n29735
σκηνίτης|n29736
σκηνοβατέω|n29737
σκηνογράφος|n29740
σκηνογραφία|n29738
σκηνογραφικός|n29739
σκηνοπηγία|n29741
σκηνοποιία|n29742
σκηνοποιός|n29743
σκηνοφύλαξ|n29745
σκηνόω|n29746
σκηνύδριον|n29747
σκηπτουχία|n29750
σκηπτοφόρος|n29752
σκηπτοῦχος|n29751
σκηπτροφορέω|n29754
σκηπτροφόρος|n29755
σκηπτός|n29749
σκηρίπτομαι|n29757
σκιά|n29767
σκιάδειον|n29763
σκιάζω|n29764
σκιάποδες|n29766
σκιάς|n29770
σκιάω|n29775
σκιαγράφημα|n29760
σκιαγράφος|n29762
σκιαγραφέω|n29759
σκιαγραφία|n29761
σκιαμαχέω|n29765
σκιαρόκομος|n29768
σκιαρός|n29769
σκιατραφής|n29771
σκιατραφία|n29772
σκιατροφέω|n29773
σκιατροφία|n29774
σκιερός|n29777
σκιμαλίζω|n29779
σκινδάλαμος|n29782
σκινδαλαμοφράστης|n29783
σκιοειδής|n29784
σκιράς|n29788
σκιραφεῖον|n29789
σκιροφοριών|n29795
σκιρτάω|n29796
σκιρτητής|n29799
σκιρτοπόδης|n29800
σκιρῖται|n29791
σκιόεις|n29785
σκιώδης|n29804
σκληραγωγέω|n29805
σκληροκαρδία|n29806
σκληροτράχηλος|n29809
σκληρός|n29807
σκληρότης|n29808
σκληρύνω|n29810
σκληφρός|n29811
σκνιπαῖος|n29812
σκνιπός2|n29813
σκνιπός|n29813
σκολίωμα|n29818
σκολιόθριξ|n29814
σκολιός|n29816
σκολιότης|n29817
σκολοπίζω|n29819
σκοπάρχης|n29822
σκοπέω|n29826
σκοπή|n29827
σκοπελοδρόμος|n29823
σκοπεύω|n29825
σκοπιά|n29829
σκοπιάζω|n29828
σκοπιήτης|n29830
σκοπιωρέομαι|n29831
σκοπιωρός|n29832
σκοπός|n29833
σκορακίζω|n29834
σκορδινάομαι|n29835
σκοροδάλμη|n29836
σκοροδίζω|n29837
σκοροδομάχοι|n29839
σκορπίζω|n29841
σκορπίος|n29842
σκορόδιον|n29838
σκοτία|n29845
σκοτίζω|n29846
σκοταῖος|n29843
σκοτεινός|n29844
σκοτοδασυπυκνόθριξ|n29848
σκοτοδινιάω|n29849
σκοτοειδής|n29850
σκοτομήνη|n29853
σκοτομήνιος|n29854
σκοτόεις|n29851
σκοτόμαινα|n29852
σκοτόω|n29856
σκοτώδης|n29857
σκυδμαίνω|n29859
σκυθίζω1|@
σκυθίζω2|@
σκυθίζω|@
σκυθικός|n29864
σκυθιστί|n29865
σκυθοτοξότης|n29866
σκυθράζω|n29867
σκυθρωπάζω|n29869
σκυθρωπός|n29870
σκυθρός|n29868
σκυλάκαινα|n29871
σκυλάκευμα|n29873
σκυλάκιον|n29875
σκυλακεία|n29872
σκυλακεύω|n29874
σκυλακώδης|n29876
σκυλεύω|n29879
σκυληφόρος|n29880
σκυλοδέψης|n29884
σκυλοδεψέω|n29883
σκυλοφόρος|n29887
σκυλοχαρής|n29888
σκυτάλη|n29891
σκυταλίς|n29894
σκυταληφορέω|n29892
σκυταληφόρος|n29893
σκυτεύς|n29896
σκυτεύω|n29897
σκυτικός|n29898
σκυτοδέψης|n29900
σκυτοτομέω|n29902
σκυτοτομία|n29903
σκυτοτομικός|n29904
σκυτοτραγέω|n29906
σκυτοτόμος|n29905
σκωληκόβρωτος|n29908
σκωμμάτιον|n29912
σκωπτικός|n29913
σκωπτόλης|n29914
σκωρία|n29916
σκόλιον|n29815
σκόλυμος|n29820
σκόμβρος|n29821
σκόπελος|n29824
σκόροδον|n29840
σκότιος|n29847
σκότος|n29855
σκύβαλον|n29858
σκύζομαι|n29860
σκύθης|n29861
σκύλαξ|n29877
σκύλευμα|n29878
σκύλλα|n29881
σκύλλω|n29882
σκύλος|n29886
σκύμνος|n29889
σκύταλον|n29895
σκύτινος|n29899
σκύφος|n29907
σκώληξ|n29909
σκώπτω|n29915
σκώψ|n29918
σκᾶπτον|n29674
σκῆνος|n29744
σκῆπτρον|n29753
σκῆψις|n29758
σκῖρον|n29792
σκῖρος|n29794
σκῦλον|n29885
σκῦρος|n29890
σκῦτος|n29901
σκῶλος1|n29910
σκῶλος|n29910
σκῶμμα|n29911
σκῶρ|n29917
σμάραγδος|n29920
σμάω|n29922
σμήχω|n29928
σμίλευμα|n29932
σμίλη|n29935
σμίνθος|n29938
σμαράγδινος|n29919
σμαραγέω|n29921
σμερδαλέος|n29923
σμερδνός|n29924
σμηνοδόκος|n29926
σμικρός|n29929
σμιλίον|n29936
σμιλευτός|n29933
σμιλεύω|n29934
σμινθεύς|n29937
σμινύη|n29939
σμυγερός|n29940
σμυρνίζω|n29945
σμυρναῖος|@
σμυρνοφόρος|n29946
σμύρνα|@
σμύχω|n29947
σμώχω|n29949
σμῆγμα|n29925
σμῆνος|n29927
σμῖλα|n29931
σμῖλαξ|n29930
σμῶδιξ|n29948
σοβέω|n29951
σοβαρός|n29950
σολοικίζω|n29952
σολοικισμός|n29953
σολοικιστής|n29954
σοροπηγός|n29958
σορός|n29959
σουδάριον|n29961
σουνιάρατος|n29962
σουνιέρακος|n29963
σουνιεύς|n29964
σουσίς|n29969
σουσιγενής|n29967
σοφία|n29971
σοφίζω|n29972
σοφίστρια|n29979
